reference;nombre de pieces;nombre de chambres;surface;surface terrain;prix m2
F48/2332 /  19 octobre 2024;12.0;9.0;380.0;19.0;2.103
E81/0181 /  17 octobre 2024;7.0;4.0;205.0;1.1;
F33/3022 /  18 octobre 2024;6.0;3.0;100.0;540.0;
F51/1589 /  17 octobre 2024;;;90.0;;
F32/2948 /  17 octobre 2024;1.0;;20.0;;8.75
F48/0996 /  13 octobre 2024;10.0;6.0;300.0;6.0;3.247
F51/2184 /  17 octobre 2024;7.0;6.0;360.0;3.9;3.056
F15/2274 /  18 octobre 2024;3.0;2.0;70.0;;8.214
D07/0542 /  19 octobre 2024;10.0;5.0;330.0;1.58;
F45/2011 /  18 octobre 2024;3.0;2.0;58.0;;11.207
F38/2456 /  18 octobre 2024;;;42.0;;
F35/1972 /  18 octobre 2024;2.0;1.0;46.3;;3.672
F19/1002 /  18 octobre 2024;2.0;;38.0;;
E98/0551 /  11 octobre 2024;4.0;2.0;66.0;;5.152
F30/1124 /  18 octobre 2024;2.0;1.0;47.0;;7.404
E75/1988 /  18 octobre 2024;5.0;3.0;120.4;;
F40/0692 /  17 octobre 2024;4.0;3.0;82.0;;6.707
E83/2034 /  18 octobre 2024;9.0;5.0;150.0;276.0;2.527
F26/0652 /  18 octobre 2024;;;315.0;;397.0
F17/1007 /  18 octobre 2024;;;70.0;;
F45/1061 /  18 octobre 2024;1.0;;26.0;;8.654
F46/1932 /  17 octobre 2024;4.0;3.0;74.0;;3.649
E88/0779 /  18 octobre 2024;6.0;5.0;150.0;500.0;3.6
F22/0272 /  17 octobre 2024;2.0;1.0;39.4;;
F45/1465 /  18 octobre 2024;1.0;;16.5;;6.788
F52/1938 /  12 octobre 2024;;;33.0;;
F41/1346 /  18 octobre 2024;3.0;2.0;68.0;;6.544
F16/1922 /  18 octobre 2024;9.0;5.0;367.0;968.0;
E48/2726 /  18 octobre 2024;5.0;4.0;125.0;125.0;3.176
F33/1388 /  18 octobre 2024;2.0;1.0;46.0;;8.261
F44/0965 /  17 octobre 2024;6.0;4.0;183.0;160.0;5.628
F51/1702 /  18 octobre 2024;4.0;2.0;78.86;;7.735
F06/1310 /  18 octobre 2024;3.0;2.0;72.0;;7.347
F16/0716 /  17 octobre 2024;5.0;3.0;105.0;;
F53/0555 /  17 octobre 2024;3.0;2.0;62.0;;10.484
