reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
F33/1600 /  19 octobre 2024;83000.0;19/10/2024;425000.0;43.107032;5.934428;appartement;C;"Dans quartier résidentiel la Mître – Le Mourillon au 4eme étage sur 6 avec ascenseur et terrasse vue mer.
Appartement refait entièrement à neuf, beaux volumes, composé d'un grand salon de 30m², 2 belles chambres de 12m², cuisine tout équipée,  Bureau/Dressing de 10m², Salle d'eau et wc indépendants. Cave de 8m² très saine complète ce bien.
Ravalement voté et payé,
Clim réversible régulable par pièce,
Chauffage collectif au gaz (chaudière deux ans), double vitrage
On peut tout faire à pied, proche de tous commerces, et du centre. Transport à proximité.
Plage du Mourillon et de la Mître à 3min pied.
Stationnement libre dans le quartier et petit parking privé à la résidence.
Impôts fonciers 1300€ /an.
Charges 180€ par mois (chauffage compris.
Prix 440000€.

Agence s'abstenir.";https://www.pap.fr/annonces/appartement-toulon-83000-r453301600;
F47/3393 /  18 octobre 2024;44470.0;18/10/2024;690000.0;47.304169;-1.496048;maison;C;"VISITE VIRTUELLE 3 D : https://www.diagamter.com/monDiagamter/livraison/visiteEmbed/7f60d1f8-958a-45d0-9c23-2e7fc44726d9/tour.html

Dans le quartier du Souchais à Carquefou, maison traditionnelle spacieuse et lumineuse construite en 2005, sans vis-à vis, avec de beaux volumes, d'une surface de 217 m2 sur un terrain arboré de 773 m2.

Située, à proximité à pied, des transports, de l'école primaire et de la halte-garderie (50 m), du parc du Charbonneau, du centre bourg et des commerces.

Rez-de-chaussée de plain pied avec une entrée qui dessert, un vaste salon-salle à manger de 45 m2 exposé Est, Sud et Ouest, agrémenté d'une cheminée, une grande cuisine équipée avec coin repas (20 m2) et arrière cuisine (11 m2).
Ce palier est doté d'une chambre avec sa salle de bain. wc indépendant.
A l'étage un grand palier dessert 5 chambres, dont une suite parentale, un salon de 24 m2, une salle de bain indépendante et un wc indépendant.
Un double garage motorisé spacieux de 37 m2 avec accès direct à l'arrière-cuisine et au jardin ainsi qu'une terrasse de 47 m2 complètent ce bien.
Nombreux placards et penderies.";https://www.pap.fr/annonces/maison-carquefou-44470-r454703393;
F47/2172 /  17 octobre 2024;44850.0;17/10/2024;278000.0;47.318985;-1.347222;maison;D;"Charmante maison  mitoyenne au  cœur du bourg du Cellier avec petit jardin exposé sud ouest

Rez de chaussée : entrée, bureau (ou petite chambre), cuisine aménagée, salon - séjour sur deux niveaux avec accès terrasse et jardin (avec accès rue), buanderie
A l'étage, 3 grandes chambres avec placards dont une sous rampant et salle d'eau.

Maison ancienne entièrement rénovée en 2023. Ce bien est prêt à accueillir une famille qui n'aura plus qu'à déposer ses meubles et ses valises. Cadre de vie paisible, pas de vis à vis.

Idéalement située sur la place de l'église, tous les commerces du Cellier, écoles primaires et mediathèque accessibles à pied ainsi que la gare SNCF. Bus, chemin de randonnée et bords de Loire à 2 pas de la maison.";https://www.pap.fr/annonces/maison-le-cellier-r454702172;
F50/1206 /  17 octobre 2024;14100.0;17/10/2024;80000.0;49.141549;0.230409;appartement;E;"Appartement 2 pièces 46 m2,  2e étage petit immeuble de 4 lots proche centre ville/gare SNCF face au monastère des frères carmes, environnement calme.

Logement comprenant : une chambre parqueté de 13,62 m2, un salon parqueté de 11,60 m2, une cuisine carrelée en partie aménagée 8,7m°, une salle d'eau carrelée + douche + wc ,1 entrée,sécurité par digicode.
Chauffage électrique indépendant. Entrée avec digicode
Cave de 10m2.

DPE Classé E, GES Classé B
Impôts foncier 849 E/an. Contact par téléphone ou MAIL J'utilise Whatsapp et Skype. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/appartement-lisieux-14100-r455001206;
F35/2184 /  19 octobre 2024;57850.0;19/10/2024;130000.0;48.653966;7.269755;terrain;;"Terrain plat de 3.622 m2 situé sur les hauteurs de Dabo, Rue Belle Vue, à près de 600m d'altitude. Dans un écrin de verdure, ce terrain offre une vue imprenable sur le Rocher de Dabo. 2/3 du terrain est constructible (zones rouges sur la dernière image) et le PLU permet de nombreux aménagements.

A moins de 25 minutes de Saverne, Phalsbourg ou la Petite Pierre, et à 50 minutes de Strasbourg.

Sur le terrain :
- point d'eau naturel
- pylone électrique de taille moyenne (en fond de terrain, dans la zone non-constructible, n'obstruant pas la vue et la jouissance du lieu)

Etudes de sol et des géo-risques disponibles sur demande, et positives.

Ce terrain attenant à la route est à viabiliser.

Coordonnées Google : https://maps.app.goo.gl/N1RkxGUgjPg3ZubB7  J'utilise Whatsapp et Skype. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/terrain-dabo-57850-r453502184;
F38/1067 /  18 octobre 2024;93100.0;18/10/2024;285000.0;48.863186;2.441895;appartement;G;"Montreuil. A 100 m du métro ""Mairie de Montreuil"", du centre commercial, du théâtre, du cinéma.

Dans un quartier calme, et dans un immeuble très bien entretenu, bel appartement T2 de 37 m² lumineux, au 7ème et dernier étage, avec 2 balcons, et sans vis-à-vis, comprenant :

Une entrée avec placard, un salon lumineux ouvert sur un balcon de 5,4 m², une cuisine ouverte, une chambre donnant accès à un second balcon de 3,44 m², une salle d'eau et un wc à part.

Chauffage collectif au gaz.

Taxe foncière : 752 €.  Logement à consommation énergétique excessive : classe G";https://www.pap.fr/annonces/appartement-montreuil-r453801067;Mairie de Montreuil//Croix de Chavaux (Place Jacques Duclos)//Aristide Briand
F34/0794 /  18 octobre 2024;59110.0;18/10/2024;248000.0;50.659422;3.074965;appartement;C;"La Madeleine. A 10 min de Lille et du tram ""Saint-Maur"".
A proximité des commerces, de toutes commodités et des écoles.

Dans une résidence ((construite en 2009) sécurisée avec gardien , appartement 3 pièces de 65 m², très lumineux, exposé Sud-Ouest, au rez-de-chaussée (sur 4 étages), en face du square et calme, se compose :

D'une entrée avec grand placard, une grande pièce de vie avec séjour et cuisine équipée ouverte avec petit cellier.
Le tout ouvrant par une grande baie vitrée coulissante sur terrasse / jardin, 2 chambres (dont une avec placard), une salle de bains avec baignoire, un wc indépendant.

Chauffage au gaz collectif. Double vitrage. Interphone.
DPE + GES en C.

Charges de copropriété : 2 260 € / an (comprenant chauffage, eau chaude).
Taxe foncière : 1 167 €.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-la-madeleine-r453400794;
E69/0056 /  17 octobre 2024;93320.0;17/10/2024;154000.0;48.906561;2.494172;appartement;F;"Situé au calme et orienté PLEIN SUD dans une zone exclusivement pavillonnaire, dans une résidence de caractère des années 80 (pierre de taille )

Je vous propose ce 2pièces de 42m², en très bon état situé au 4ème étage d'une résidence sécurisée (interphone + vidéo surveillance) ,  lumineux et exposé Sud, il se compose :

-d'une vaste entrée avec rangements, une chambre spacieuse, un séjour clair (plein sud) donnant sur un balcon sans vis à vis et avec vue dégagée, une cuisine aménagée, et une salle d'eau avec douche et sa cabine, wc. meuble Salle de bains.

- Peintures  refaites , en cuisine: électroménager en place ( grand frigo avec congélateur séparé - plaques de cuisson à induction - lave-linge.

A proximité de commodités (à 10 min à pied de 2 crèches, école primaire, école maternelle et lycée),  à 5 minutes à pied des Bus 8,147,234 et 12 minutes de la Gare de Gargan.

Chauffage collectif au gaz

Emplacement de parking en sous-sol (privé, peinture sol et murs, fermé et sécurisée)

IDEAL INVESTISSEURS OU PRIMOS ACCEDANTS  rapport de 9000€/ charges de 1700€ - emprunt HF notaires sur 20ans, mensualités ~980€ pour un taux de 3,85% avant négo (source calculette meilleur TX)

INFOS COMPLEMENTAIRES FINANCIERES INTERRESSANTES UNIQUEMENT  SUR APPEL.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement. Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/appartement-les-pavillons-sous-bois-93320-r446900056;Robert Schuman//Les Pavillons-sous-Bois//Allée de la Tour - Rendez-Vous
F32/1076 /  18 octobre 2024;74160.0;18/10/2024;380000.0;46.133797;6.158526;maison;G;"Charmante maison de village du 18e siècle, très calme avec une qualité d'air exceptionnelle. Située au pied du Salève, départ de promenades, cuisine, petite pièce attenante, Salon, une toilette et une salle de bains, trois chambres à coucher, balcon et un grand grenier en deux partie transformable en surface habitable, une petite cave et une pièce pour le chauffage et la buanderie.
Devant une place de parking et petite terrasse à l'arrière un terrain aménagé de petites terrasses avec vue sur Genève.
Raccordée aux égouts, gaz de ville, fibre optique.
103m2 au sol
La toiture et les planchers du grenier sont à refaire et il faut envisager des envisager des travaux de rénovation, sinon maison très saine et solide, hors inondations. 103m2 au sol.
Habitable de suite.  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement. Logement à consommation énergétique excessive : classe G";https://www.pap.fr/annonces/maison-collonges-sous-saleve-74160-r453201076;
F21/0245 /  17 octobre 2024;74190.0;17/10/2024;335000.0;45.916307;6.700913;appartement;D;"Appartement dans petite copropriété (10 lots). Séjour/salon - 3 chambres - cuisine équipée - Salle d'eau avec douche-baignoire. 2 balcons 10 et 12 m de long - garage + parking privé - 2 caves. Chauffage au gaz collectif avec compteur individuel.
Proximité supermarchés - écoles - collège - lycée - complexe sportif ( piscine, tennis,foot etc).
Sallanches  Pistes de ski dans un rayon de15km Passy-st Gervais- les Contamines- Megéve- Combloux- Flaine- Chamonix 20 Km.";https://www.pap.fr/annonces/appartement-passy-74190-r452100245;
F44/0054 /  17 octobre 2024;74550.0;17/10/2024;450000.0;46.309506;6.43456;maison;E;"Maison de village dans un cadre calme, à la campagne avec jardin et cuisine extérieure.
Sur trois niveaux, au rez de chaussée: hall d'entrée, cuisine, salon et salle de bains.

Au 1er étage : 3 chambres (dont une avec une douche) et un bureau
Au 2ème étage : 2 chambres.

Travaux de rafraichissement à prévoir

Grande grange de 200 m2 pouvant servir de garage pour deux véhicules + 2 caves et un cellier.

Cour privée pour deux véhicules.";https://www.pap.fr/annonces/maison-perrignier-74550-r454400054;
F48/0907 /  12 octobre 2024;75016.0;12/10/2024;185000.0;48.840697;2.266252;bureaux;;"Situé rue Chapu/boulevard Exelmans. Charmant bureau de 17 m2 dans un immeuble Haussmannien de standing.
Accès sécurisé par une porte blindée par cour intérieure et une entrée protégée par une double porte.

Parfait état, calme. Salle d'eau avec wc, plafond haut, fenêtre donnant sur rue, anciennement occupé par une banque (vitre blindée). Ce local offre un potentiel élevé, idéal pour un usage professionnel ou une transformation en studio d'habitation. Excellent investissement locatif.
Prix : 195.000 euros (négociable)  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/bureaux-paris-16e-75016-r454800907;Boulevard Victor - Pont du Garigliano//Chardon-Lagache//Exelmans
F16/2271 /  17 octobre 2024;75011.0;17/10/2024;256000.0;48.853239;2.385442;studio;D;"Idéal investisseur - entièrement meublé -  premier achat et JO en perspective- Quartier Sainte Marguerite - Lot de 2 appartements vendu sur le même palier

Très bien situé, dans un quartier vivant et connecté avec toutes commodités à proximité immédiate : banques, restaurants, espaces verts, commerces, écoles..
Idéalement desservi : proche des bus, à 3 min à pied de la Ligne 9 - ""Charonne"", 5 min à pied de la Ligne 8 - ""Faidherbe - Chaligny"".

Au 3ème étage sur 4 d'une charmante copropriété calme, bien entretenue et sécurisée.
Ces deux sont composés :

Studio 1
une pièce de vie avec coin nuit, kitchenette, salle d'eau avec wc.

Studio 2
une pièce de vie, un coin cuisine, une cabine de douche, wc séparés.

Chauffage électrique, double vitrage.
Bon état général. Pas de travaux à prévoir

Charge copropriété : 2.000€/an
Taxe foncière : 600€  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-paris-11e-75011-2-studettes-r451602271;Charonne//Rue des Boulets//Faidherbe - Chaligny
F51/0282 /  17 octobre 2024;75015.0;17/10/2024;650000.0;48.836956;2.302007;appartement;D;"Quartier Vaugirard-Convention.
Appartement de deux pièces, 66 m2 + balcon (5,64 m2) + cave, au 6ème étage avec ascenseur, exposition sud-est.   Environnement calme, résidence très bien entretenue, sécurisée et avec gardien. L’appartement comprend une grande entrée, une cuisine équipée, un grand séjour totalement ouvert sur le balcon, une chambre, une salle de bains avec baignoire, un wc séparés avec lave-mains, un petit débarras, de nombreux rangements.  Chauffage collectif par l’immeuble. Quartier familial, tous transports et commerces (métro à 2 min, bus, école, crèche au bas de l’immeuble, médiathèque, marché, proximité Parc G. Brassens).


Plus précisément …
Dans un quartier familial, cet appartement de 66 m2 exposé sud-est, très clair, donne sur une cour intérieure dégagée et arborée.  Il est situé au 6ème étage d’un immeuble de 8 étages et est particulièrement calme.
Il comporte :

-	une grande entrée (7,58 m2) avec porte palière blindée
-	une cuisine équipée (7,54 m2)
-	un grand séjour (28,81 m2) prolongé par le balcon
-	une chambre (9,91 m2)
-	une salle de bains avec baignoire et rangements (3,31 m2)
-	un wc séparés avec lave-mains (1,67 m2)
-	un petit débarras avec rayonnages (1,25 m2)
-	un dégagement avec placards et penderies (5,36 m2)..

La décoration est à rafraîchir.
L’appartement est complété d’une cave (2,17 m2 avec grande hauteur sous plafond).

Chauffage collectif au gaz naturel (chaudière refaite à neuf cette année).
Diagnostic de performance énergétique : catégorie D.
Charges annuelles de gestion courante (yc chauffage, eau froide, eau chaude) : 2 600 €
Fonds de travaux - Alur : 145 €/an.
Taxe foncière 2024 (dont ordures ménagères) : 1 481 €.

L’immeuble, construit en 1965, est très bien entretenu. Un gardien y réside à demeure. Les parties communes (hall d’entrée, paliers) ont été récemment rénovées. Un local pour vélos et poussettes (fermé à clé) est disponible au rez-de-chaussée.

L’immeuble est situé dans un quartier agréable, à 2 min du métro (L 12), desservi par plusieurs bus (62, 88).  Nombreux commerces, école, crèche en bas de l’immeuble, médiathèque, cinémas, tennis, proximité du Parc Georges Brassens.";https://www.pap.fr/annonces/appartement-paris-15e-75015-r455100282;Vaugirard (Adolphe Chérioux)//Convention//Volontaires
